GESTION;2018;;;;;;;
TYPE BUDGET;Budget général;;;;;;;
;;;;; Données;;;
Remboursements et dégrèvements;200;13;62;Transferts aux entreprises;5 394 434 000;5 375 265 000;5 394 434 000;5 375 265 000
Remboursements et dégrèvements;201;1;62;Transferts aux entreprises;6 599 356 000;6 490 000 000;6 599 356 000;6 490 000 000
Remboursements et dégrèvements;201;2;63;Transferts aux collectivités territoriales;1 075 960 000;1 161 000 000;1 075 960 000;1 161 000 000
Remboursements et dégrèvements;201;3;63;Transferts aux collectivités territoriales;3 717 184 000;6 864 000 000;3 717 184 000;6 864 000 000
Remboursements et dégrèvements;201;4;63;Transferts aux collectivités territoriales;481 000 000;531 000 000;481 000 000;531 000 000
Santé;183;2;61;Transferts aux ménages;815 213 193;923 703 824;815 213 193;923 703 824
Santé;183;3;61;Transferts aux ménages;8 000 000;8 000 000;8 000 000;8 000 000
Santé;204;11;31;Dépenses de fonctionnement autres que celles de personnel;7 605 658;8 405 393;7 605 658;8 405 393
Santé;204;11;32;Subventions pour charges de service public;159 721 595;151 338 284;159 721 595;151 338 284
Santé;204;11;61;Transferts aux ménages;4 200 000;4 200 000;4 200 000;4 200 000
Santé;204;11;64;Transferts aux autres collectivités;24 867 053;87 843 000;24 867 053;87 843 000
Santé;204;12;31;Dépenses de fonctionnement autres que celles de personnel;;35 000;;35 000
Santé;204;12;64;Transferts aux autres collectivités;1 817 015;910 000;1 817 015;910 000
Santé;204;14;31;Dépenses de fonctionnement autres que celles de personnel;1 725 715;1 716 000;1 725 715;1 716 000
Santé;204;14;32;Subventions pour charges de service public;44 501 831;42 357 547;44 501 831;42 357 547
Santé;204;14;64;Transferts aux autres collectivités;10 412 502;8 650 000;10 412 502;8 650 000
Santé;204;15;31;Dépenses de fonctionnement autres que celles de personnel;265 000;168 000;265 000;168 000
Santé;204;15;32;Subventions pour charges de service public;14 263 765;14 158 000;14 263 765;14 158 000
Santé;204;15;64;Transferts aux autres collectivités;4 938 124;3 982 000;4 938 124;3 982 000
Santé;204;16;31;Dépenses de fonctionnement autres que celles de personnel;990 000;882 000;990 000;882 000
Santé;204;16;64;Transferts aux autres collectivités;375 674;260 401;375 674;260 401
Santé;204;17;31;Dépenses de fonctionnement autres que celles de personnel;93 160;143 160;193 160;193 160
Santé;204;17;32;Subventions pour charges de service public;126 489 727;118 113 155;126 489 727;118 113 155
Santé;204;17;64;Transferts aux autres collectivités;3 791 002;3 486 840;3 691 002;3 436 840
Santé;204;18;64;Transferts aux autres collectivités;35 000;;35 000;
Santé;204;19;31;Dépenses de fonctionnement autres que celles de personnel;658 804;1 049 094;658 804;1 049 094
Santé;204;19;64;Transferts aux autres collectivités;34 668 000;37 144 710;35 968 000;38 444 710
Sécurités;152;1;21;Rémunérations d’activité;1 615 339 571;1 635 196 313;1 615 339 571;1 635 196 313
Sécurités;152;1;22;Cotisations et contributions sociales;1 722 093 138;1 735 597 160;1 722 093 138;1 735 597 160
Sécurités;152;1;23;Prestations sociales et allocations diverses;9 948 346;9 576 933;9 948 346;9 576 933
Sécurités;152;1;64;Transferts aux autres collectivités;24 000;;24 000;
Sécurités;152;2;21;Rémunérations d’activité;359 410 433;356 817 987;359 410 433;356 817 987
Sécurités;152;2;22;Cotisations et contributions sociales;383 071 599;378 322 004;383 071 599;378 322 004
Sécurités;152;2;23;Prestations sociales et allocations diverses;2 297 256;2 171 132;2 297 256;2 171 132
Sécurités;152;3;21;Rémunérations d’activité;977 580 473;987 399 408;977 580 473;987 399 408
Sécurités;152;3;22;Cotisations et contributions sociales;1 040 257 948;1 045 776 003;1 040 257 948;1 045 776 003
Sécurités;152;3;23;Prestations sociales et allocations diverses;5 973 785;5 742 433;5 973 785;5 742 433
Sécurités;152;4;21;Rémunérations d’activité;523 469 008;525 904 418;523 469 008;525 904 418
Sécurités;152;4;22;Cotisations et contributions sociales;494 147 816;488 112 116;494 147 816;488 112 116
Sécurités;152;4;23;Prestations sociales et allocations diverses;2 302 075;2 156 684;2 302 075;2 156 684
Sécurités;152;4;31;Dépenses de fonctionnement autres que celles de personnel;1 362 649 386;1 419 898 865;1 190 563 611;1 139 625 497
Sécurités;152;4;51;Dépenses pour immobilisations corporelles de l’État;174 925 110;177 000 000;139 302 643;205 326 104
Sécurités;152;4;63;Transferts aux collectivités territoriales;6 000 000;10 000 000;7 880 000;6 290 000
Sécurités;152;5;21;Rémunérations d’activité;65 211 375;64 674 258;65 211 375;64 674 258
Sécurités;152;5;22;Cotisations et contributions sociales;69 504 820;68 683 869;69 504 820;68 683 869
Sécurités;152;5;23;Prestations sociales et allocations diverses;388 538;367 091;388 538;367 091
Sécurités;161;11;21;Rémunérations d’activité;4 778 740;6 749 898;4 778 740;6 749 898
Sécurités;161;11;22;Cotisations et contributions sociales;3 819 423;5 131 853;3 819 423;5 131 853
Sécurités;161;11;23;Prestations sociales et allocations diverses;27 538;16 542;27 538;16 542
Sécurités;161;11;31;Dépenses de fonctionnement autres que celles de personnel;19 235 588;16 115 698;16 505 588;14 615 698
Sécurités;161;11;51;Dépenses pour immobilisations corporelles de l’État;2 892 695;560 000;8 892 695;5 775 000
Sécurités;161;11;61;Transferts aux ménages;100 000;50 000;100 000;50 000
Sécurités;161;11;63;Transferts aux collectivités territoriales;2 350 000;2 900 000;2 350 000;2 900 000
Sécurités;161;11;64;Transferts aux autres collectivités;125 000;790 000;125 000;790 000
Sécurités;161;12;21;Rémunérations d’activité;97 716 336;97 695 197;97 716 336;97 695 197
Sécurités;161;12;22;Cotisations et contributions sociales;67 111 957;67 792 664;67 111 957;67 792 664
Sécurités;161;12;23;Prestations sociales et allocations diverses;154 842;229 311;154 842;229 311
Sécurités;161;12;31;Dépenses de fonctionnement autres que celles de personnel;54 069 500;62 829 447;82 579 500;87 619 447
Sécurités;161;12;51;Dépenses pour immobilisations corporelles de l’État;39 915 000;438 110 823;47 089 148;87 114 497
Sécurités;161;13;21;Rémunérations d’activité;1 748 521;1 990 414;1 748 521;1 990 414
Sécurités;161;13;22;Cotisations et contributions sociales;943 438;1 082 832;943 438;1 082 832
Sécurités;161;13;23;Prestations sociales et allocations diverses;47 982;20 854;47 982;20 854
Sécurités;161;13;31;Dépenses de fonctionnement autres que celles de personnel;29 512 315;20 768 054;23 794 315;19 768 054
Sécurités;161;13;51;Dépenses pour immobilisations corporelles de l’État;3 500 000;3 000 000;9 368 000;5 800 000
Sécurités;161;13;61;Transferts aux ménages;16 270 160;15 600 000;16 270 160;15 600 000
Sécurités;161;13;63;Transferts aux collectivités territoriales;108 708 239;95 208 239;108 708 239;95 208 239
Sécurités;161;13;64;Transferts aux autres collectivités;4 942 470;4 988 706;4 942 470;4 988 706
Sécurités;161;13;72;Dotations en fonds propres;2 226 175;2 295 939;2 226 175;2 295 939
Sécurités;161;14;21;Rémunérations d’activité;2 675 706;3 206 750;2 675 706;3 206 750
Sécurités;161;14;22;Cotisations et contributions sociales;1 641 170;2 488 323;1 641 170;2 488 323
Sécurités;161;14;23;Prestations sociales et allocations diverses;51 530;21 145;51 530;21 145
Sécurités;161;14;31;Dépenses de fonctionnement autres que celles de personnel;4 789 135;5 411 765;3 739 135;4 611 765
Sécurités;161;14;51;Dépenses pour immobilisations corporelles de l’État;320 000;322 000;320 000;322 000
Sécurités;161;14;64;Transferts aux autres collectivités;18 000;18 000;18 000;18 000
Sécurités;176;1;21;Rémunérations d’activité;783 642 487;747 892 892;783 642 487;747 892 892
Sécurités;176;1;22;Cotisations et contributions sociales;540 538 315;517 260 372;540 538 315;517 260 372
Sécurités;176;1;23;Prestations sociales et allocations diverses;6 243 894;5 994 031;6 243 894;5 994 031
Sécurités;176;1;64;Transferts aux autres collectivités;12 000;;12 000;
Sécurités;176;2;21;Rémunérations d’activité;1 758 917 329;1 719 936 338;1 758 917 329;1 719 936 338
Sécurités;176;2;22;Cotisations et contributions sociales;1 213 252 823;1 189 814 121;1 213 252 823;1 189 814 121
Sécurités;176;2;23;Prestations sociales et allocations diverses;14 015 789;13 789 950;14 015 789;13 789 950
Sécurités;176;2;64;Transferts aux autres collectivités;4 000;;4 000;
Sécurités;176;3;21;Rémunérations d’activité;266 631 002;267 007 898;266 631 002;267 007 898
Sécurités;176;3;22;Cotisations et contributions sociales;183 914 623;184 668 963;183 914 623;184 668 963
Sécurités;176;3;23;Prestations sociales et allocations diverses;2 124 644;2 139 950;2 124 644;2 139 950
Sécurités;176;3;64;Transferts aux autres collectivités;4 000;;4 000;
Sécurités;176;4;21;Rémunérations d’activité;478 026 784;533 223 183;478 026 784;533 223 183
Sécurités;176;4;22;Cotisations et contributions sociales;329 730 018;368 467 542;329 730 018;368 467 542
Sécurités;176;4;23;Prestations sociales et allocations diverses;3 809 074;4 276 789;3 809 074;4 276 789
Sécurités;176;4;31;Dépenses de fonctionnement autres que celles de personnel;58 000 000;;58 000 000;
Sécurités;176;4;51;Dépenses pour immobilisations corporelles de l’État;18 000 000;;18 000 000;
Sécurités;176;5;21;Rémunérations d’activité;1 531 341 783;1 637 623 908;1 531 341 783;1 637 623 908
Sécurités;176;5;22;Cotisations et contributions sociales;1 058 670 425;1 132 522 595;1 058 670 425;1 132 522 595
Sécurités;176;5;23;Prestations sociales et allocations diverses;12 201 496;13 128 380;12 201 496;13 128 380
Sécurités;176;6;21;Rémunérations d’activité;591 911 907;610 049 690;591 911 907;610 049 690
Sécurités;176;6;22;Cotisations et contributions sociales;408 284 180;421 538 737;408 284 180;421 538 737
Sécurités;176;6;23;Prestations sociales et allocations diverses;4 716 659;4 880 269;4 716 659;4 880 269
Sécurités;176;6;31;Dépenses de fonctionnement autres que celles de personnel;863 137 478;1 083 266 147;716 327 119;784 455 788
Sécurités;176;6;32;Subventions pour charges de service public;30 191 448;30 191 448;30 191 448;30 191 448
Sécurités;176;6;51;Dépenses pour immobilisations corporelles de l’État;296 795 189;323 290 860;309 483 456;335 979 127
Sécurités;176;6;63;Transferts aux collectivités territoriales;28 736 088;28 736 088;28 736 088;28 736 088
Sécurités;176;6;64;Transferts aux autres collectivités;10 877 080;10 838 580;10 877 080;10 838 580
Sécurités;207;1;31;Dépenses de fonctionnement autres que celles de personnel;1 671 927;1 664 988;1 671 927;1 664 988
Sécurités;207;1;62;Transferts aux entreprises;450 000;450 000;450 000;450 000
Sécurités;207;1;64;Transferts aux autres collectivités;760 000;760 000;760 000;760 000
Sécurités;207;2;31;Dépenses de fonctionnement autres que celles de personnel;11 764 400;12 920 000;11 764 400;12 920 000
Sécurités;207;2;64;Transferts aux autres collectivités;3 352 446;3 352 446;3 352 446;3 352 446
Sécurités;207;3;31;Dépenses de fonctionnement autres que celles de personnel;12 302 000;13 214 679;12 302 000;13 214 679
Sécurités;207;3;51;Dépenses pour immobilisations corporelles de l’État;2 524 679;2 400 000;2 524 679;2 400 000
Sécurités;207;3;52;Dépenses pour immobilisations incorporelles de l’État;200 000;200 000;200 000;200 000
Sécurités;207;3;61;Transferts aux ménages;5 800 000;4 983 917;5 800 000;4 983 917
Sécurités;207;3;64;Transferts aux autres collectivités;2 000;;2 000;
Solidarité, insertion et égalité des chances;124;10;31;Dépenses de fonctionnement autres que celles de personnel;12 468 375;15 741 082;12 468 375;15 875 689
Solidarité, insertion et égalité des chances;124;11;31;Dépenses de fonctionnement autres que celles de personnel;31 095 000;47 329 752;31 095 000;46 009 074
Solidarité, insertion et égalité des chances;124;12;31;Dépenses de fonctionnement autres que celles de personnel;51 423 712;80 180 091;71 317 389;88 434 892
Solidarité, insertion et égalité des chances;124;14;31;Dépenses de fonctionnement autres que celles de personnel;5 264 562;4 729 562;5 264 562;4 729 562
Solidarité, insertion et égalité des chances;124;15;31;Dépenses de fonctionnement autres que celles de personnel;599 583;575 583;599 583;575 583
Solidarité, insertion et égalité des chances;124;15;64;Transferts aux autres collectivités;5 529 465;4 903 465;5 529 465;4 903 465
Solidarité, insertion et égalité des chances;124;16;31;Dépenses de fonctionnement autres que celles de personnel;7 759 884;7 100 398;7 759 884;7 100 398
Solidarité, insertion et égalité des chances;124;16;64;Transferts aux autres collectivités;2 195 292;2 047 050;2 195 292;2 047 050
Solidarité, insertion et égalité des chances;124;17;32;Subventions pour charges de service public;604 267 500;594 826 665;604 267 500;594 826 665
Solidarité, insertion et égalité des chances;124;18;21;Rémunérations d’activité;171 213 485;156 116 036;171 213 485;156 116 036
Solidarité, insertion et égalité des chances;124;18;22;Cotisations et contributions sociales;98 395 008;90 256 500;98 395 008;90 256 500
Solidarité, insertion et égalité des chances;124;18;23;Prestations sociales et allocations diverses;2 191 866;2 089 316;2 191 866;2 089 316
Solidarité, insertion et égalité des chances;124;19;21;Rémunérations d’activité;176 638 479;170 097 151;176 638 479;170 097 151
Solidarité, insertion et égalité des chances;124;19;22;Cotisations et contributions sociales;117 691 567;111 956 249;117 691 567;111 956 249
Solidarité, insertion et égalité des chances;124;19;23;Prestations sociales et allocations diverses;1 761 556;1 603 543;1 761 556;1 603 543
Solidarité, insertion et égalité des chances;124;20;21;Rémunérations d’activité;8 135 318;9 684 914;8 135 318;9 684 914
Solidarité, insertion et égalité des chances;124;20;22;Cotisations et contributions sociales;4 552 321;5 829 422;4 552 321;5 829 422
Solidarité, insertion et égalité des chances;124;20;23;Prestations sociales et allocations diverses;88 826;100 294;88 826;100 294
