"Mission";"Programme";"Action";"Catégorie_code";"Catégorie";"AEPLF";"CPPLF";"Type_budget";"Année"
"Solidarité, insertion et égalité des chances";304;11;61;"Transferts aux ménages";5620958855;5620958855;"Budget général";2018
"Solidarité, insertion et égalité des chances";304;11;63;"Transferts aux collectivités territoriales";50000000;50000000;"Budget général";2018
"Solidarité, insertion et égalité des chances";304;12;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Solidarité, insertion et égalité des chances";304;13;64;"Transferts aux autres collectivités";676511;676511;"Budget général";2018
"Solidarité, insertion et égalité des chances";304;14;32;"Subventions pour charges de service public";2167288;2167288;"Budget général";2018
"Solidarité, insertion et égalité des chances";304;14;61;"Transferts aux ménages";49754285;49754285;"Budget général";2018
"Solidarité, insertion et égalité des chances";304;15;64;"Transferts aux autres collectivités";6144246;6144246;"Budget général";2018
"Solidarité, insertion et égalité des chances";304;16;64;"Transferts aux autres collectivités";647221843;647221843;"Budget général";2018
"Solidarité, insertion et égalité des chances";304;17;31;"Dépenses de fonctionnement autres que celles de personnel";100000;100000;"Budget général";2018
"Solidarité, insertion et égalité des chances";304;17;32;"Subventions pour charges de service public";2412877;2412877;"Budget général";2018
"Solidarité, insertion et égalité des chances";304;17;63;"Transferts aux collectivités territoriales";132117293;132117293;"Budget général";2018
"Solidarité, insertion et égalité des chances";304;17;64;"Transferts aux autres collectivités";8441621;8441621;"Budget général";2018
"Solidarité, insertion et égalité des chances";304;18;61;"Transferts aux ménages";1000000;1000000;"Budget général";2018
"Sport, jeunesse et vie associative";163;1;31;"Dépenses de fonctionnement autres que celles de personnel";260198;260198;"Budget général";2018
"Sport, jeunesse et vie associative";163;1;64;"Transferts aux autres collectivités";23045730;23045730;"Budget général";2018
"Sport, jeunesse et vie associative";163;2;31;"Dépenses de fonctionnement autres que celles de personnel";1820222;1820222;"Budget général";2018
"Sport, jeunesse et vie associative";163;2;63;"Transferts aux collectivités territoriales";1548525;1548525;"Budget général";2018
"Sport, jeunesse et vie associative";163;2;64;"Transferts aux autres collectivités";66343191;66343191;"Budget général";2018
"Sport, jeunesse et vie associative";163;4;32;"Subventions pour charges de service public";447639627;447639627;"Budget général";2018
"Sport, jeunesse et vie associative";219;1;31;"Dépenses de fonctionnement autres que celles de personnel";993376;993376;"Budget général";2018
"Sport, jeunesse et vie associative";219;1;32;"Subventions pour charges de service public";3034378;3034378;"Budget général";2018
"Sport, jeunesse et vie associative";219;1;61;"Transferts aux ménages";59000000;59000000;"Budget général";2018
"Sport, jeunesse et vie associative";219;1;63;"Transferts aux collectivités territoriales";1009971;1009971;"Budget général";2018
"Sport, jeunesse et vie associative";219;1;64;"Transferts aux autres collectivités";25639831;25639831;"Budget général";2018
"Sport, jeunesse et vie associative";219;2;31;"Dépenses de fonctionnement autres que celles de personnel";13031110;13181110;"Budget général";2018
"Sport, jeunesse et vie associative";219;2;32;"Subventions pour charges de service public";22827867;22827867;"Budget général";2018
"Sport, jeunesse et vie associative";219;2;51;"Dépenses pour immobilisations corporelles de l’État";4519060;5751055;"Budget général";2018
"Sport, jeunesse et vie associative";219;2;61;"Transferts aux ménages";16737157;16737157;"Budget général";2018
"Sport, jeunesse et vie associative";219;2;62;"Transferts aux entreprises";1221914;1221914;"Budget général";2018
"Sport, jeunesse et vie associative";219;2;63;"Transferts aux collectivités territoriales";70315005;70315005;"Budget général";2018
"Sport, jeunesse et vie associative";219;2;64;"Transferts aux autres collectivités";79643777;79643777;"Budget général";2018
"Sport, jeunesse et vie associative";219;2;72;"Dotations en fonds propres";750000;450000;"Budget général";2018
"Sport, jeunesse et vie associative";219;3;31;"Dépenses de fonctionnement autres que celles de personnel";312480;312480;"Budget général";2018
"Sport, jeunesse et vie associative";219;3;32;"Subventions pour charges de service public";200000;200000;"Budget général";2018
"Sport, jeunesse et vie associative";219;3;64;"Transferts aux autres collectivités";19767645;19767645;"Budget général";2018
"Sport, jeunesse et vie associative";219;4;31;"Dépenses de fonctionnement autres que celles de personnel";2012494;2012494;"Budget général";2018
"Sport, jeunesse et vie associative";219;4;32;"Subventions pour charges de service public";20903997;20903997;"Budget général";2018
"Sport, jeunesse et vie associative";219;4;61;"Transferts aux ménages";175000;175000;"Budget général";2018
"Sport, jeunesse et vie associative";219;4;64;"Transferts aux autres collectivités";5049369;5049369;"Budget général";2018
"Travail et emploi";102;1;31;"Dépenses de fonctionnement autres que celles de personnel";1581751;1581751;"Budget général";2018
"Travail et emploi";102;1;32;"Subventions pour charges de service public";1457390806;1457390806;"Budget général";2018
"Travail et emploi";102;1;61;"Transferts aux ménages";2608240049;2608240049;"Budget général";2018
"Travail et emploi";102;1;64;"Transferts aux autres collectivités";10500000;10500000;"Budget général";2018
"Travail et emploi";102;2;32;"Subventions pour charges de service public";105813310;105813310;"Budget général";2018
"Travail et emploi";102;2;61;"Transferts aux ménages";10578266;10578266;"Budget général";2018
"Travail et emploi";102;2;62;"Transferts aux entreprises";564706269;733023572;"Budget général";2018
"Travail et emploi";102;2;63;"Transferts aux collectivités territoriales";156370122;313239094;"Budget général";2018
"Travail et emploi";102;2;64;"Transferts aux autres collectivités";1733068070;2098412323;"Budget général";2018
"Travail et emploi";102;2;72;"Dotations en fonds propres";3000000;3000000;"Budget général";2018
"Travail et emploi";102;3;61;"Transferts aux ménages";160000000;148675200;"Budget général";2018
"Travail et emploi";102;3;64;"Transferts aux autres collectivités";354595098;354595098;"Budget général";2018
"Travail et emploi";103;1;31;"Dépenses de fonctionnement autres que celles de personnel";NA;NA;"Budget général";2018
"Travail et emploi";103;1;61;"Transferts aux ménages";190273886;190273886;"Budget général";2018
"Travail et emploi";103;1;62;"Transferts aux entreprises";79531943;1260070291;"Budget général";2018
"Travail et emploi";103;2;31;"Dépenses de fonctionnement autres que celles de personnel";8000000;8000000;"Budget général";2018
"Travail et emploi";103;2;32;"Subventions pour charges de service public";4386722;4386722;"Budget général";2018
"Travail et emploi";103;2;61;"Transferts aux ménages";3965109;3965109;"Budget général";2018
"Travail et emploi";103;2;62;"Transferts aux entreprises";1513746210;1482026921;"Budget général";2018
"Travail et emploi";103;2;63;"Transferts aux collectivités territoriales";0;224752250;"Budget général";2018
"Travail et emploi";103;2;64;"Transferts aux autres collectivités";127861229;127648072;"Budget général";2018
"Travail et emploi";103;3;61;"Transferts aux ménages";2183042780;2183042780;"Budget général";2018
"Travail et emploi";103;3;62;"Transferts aux entreprises";833128340;833128340;"Budget général";2018
"Travail et emploi";103;3;64;"Transferts aux autres collectivités";6201417;6701417;"Budget général";2018
"Travail et emploi";103;4;63;"Transferts aux collectivités territoriales";751650282;428204032;"Budget général";2018
"Travail et emploi";111;1;32;"Subventions pour charges de service public";18339199;18339199;"Budget général";2018
"Travail et emploi";111;1;62;"Transferts aux entreprises";1494400;1494400;"Budget général";2018
"Travail et emploi";111;1;64;"Transferts aux autres collectivités";4575000;4275000;"Budget général";2018
"Travail et emploi";111;2;31;"Dépenses de fonctionnement autres que celles de personnel";1202391;1202391;"Budget général";2018
"Travail et emploi";111;2;64;"Transferts aux autres collectivités";22823739;22823739;"Budget général";2018
"Travail et emploi";111;3;31;"Dépenses de fonctionnement autres que celles de personnel";2488209;2384534;"Budget général";2018
"Travail et emploi";111;3;64;"Transferts aux autres collectivités";104005450;36005450;"Budget général";2018
"Travail et emploi";155;8;31;"Dépenses de fonctionnement autres que celles de personnel";5594358;3443288;"Budget général";2018
"Travail et emploi";155;8;64;"Transferts aux autres collectivités";207251;207251;"Budget général";2018
"Travail et emploi";155;9;31;"Dépenses de fonctionnement autres que celles de personnel";13194735;13194735;"Budget général";2018
"Travail et emploi";155;10;31;"Dépenses de fonctionnement autres que celles de personnel";3668426;3761874;"Budget général";2018
"Travail et emploi";155;11;31;"Dépenses de fonctionnement autres que celles de personnel";3473380;3546758;"Budget général";2018
"Travail et emploi";155;12;31;"Dépenses de fonctionnement autres que celles de personnel";7712580;7316367;"Budget général";2018
"Travail et emploi";155;12;32;"Subventions pour charges de service public";914141;914141;"Budget général";2018
"Travail et emploi";155;13;31;"Dépenses de fonctionnement autres que celles de personnel";14905970;13973524;"Budget général";2018
"Travail et emploi";155;13;32;"Subventions pour charges de service public";14550496;14550496;"Budget général";2018
"Travail et emploi";155;14;21;"Rémunérations d’activité";45149453;45149453;"Budget général";2018
"Travail et emploi";155;14;22;"Cotisations et contributions sociales";27969439;27969439;"Budget général";2018
"Travail et emploi";155;14;23;"Prestations sociales et allocations diverses";586192;586192;"Budget général";2018
"Travail et emploi";155;15;21;"Rémunérations d’activité";49827336;49827336;"Budget général";2018
"Travail et emploi";155;15;22;"Cotisations et contributions sociales";31918589;31918589;"Budget général";2018
"Travail et emploi";155;15;23;"Prestations sociales et allocations diverses";591019;591019;"Budget général";2018
"Travail et emploi";155;16;21;"Rémunérations d’activité";203359005;203359005;"Budget général";2018
